"ts_stock","region","stock","year","catch","TAC","catch_by_TAC","DemersPelag","source"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1993,40,40,"0.99","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1994,28,46,"0.60","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1995,31,30,"1.02","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1996,31,33,"0.93","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1997,28,38,"0.72","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1998,9,38,"0.24","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",1999,6,34,"0.18","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",2000,13,30,"0.44","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",2001,11,30,"0.37","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",2002,20,30,"0.68","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",2003,26,30,"0.85","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",2004,23,30,"0.78","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",2005,16,30,"0.54","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",2006,23,30,"0.78","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",2007,23,30,"0.78","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",2008,26,24,"1.10","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",2009,27,24,"1.14","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",2010,28,24,"1.18","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",2011,14,24,"0.59","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",2012,3,24,"0.13","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",2013,23,24,"0.96","benthic","Mike's data"
"West coast rock lobster South Africa Areas 1-2","South Africa","West coast rock lobster South Africa Areas 1-2__full",2014,23,20,"1.15","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1981,926,850,"1.09","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1982,1045,950,"1.10","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1983,1149,1070,"1.07","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1984,1116,1075,"1.04","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1985,1036,990,"1.05","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1986,1048,990,"1.06","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1987,1086,1000,"1.09","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1988,1153,1050,"1.10","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1989,871,1020,"0.85","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1990,556,970,"0.57","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1991,544,478,"1.14","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1992,612,470,"1.30","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1993,616,480,"1.28","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1994,557,494,"1.13","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1995,437,368,"1.19","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1996,461,408,"1.13","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1997,207,134,"1.55","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1998,154,153,"1.01","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",1999,196,136,"1.44","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",2000,149,120,"1.24","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",2001,181,158,"1.14","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",2002,132,106,"1.24","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",2003,165,106,"1.56","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",2004,120,120,"1.00","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",2005,138,100,"1.38","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",2006,76,100,"0.76","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",2007,165,95,"1.74","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",2008,195,102,"1.91","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",2009,230,138,"1.67","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",2010,194,126,"1.54","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",2011,233,148,"1.57","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",2012,275,198,"1.39","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",2013,262,205,"1.28","benthic","Mike's data"
"West coast rock lobster South Africa Areas 3-4","South Africa","West coast rock lobster South Africa Areas 3-4__full",2014,262,184,"1.42","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1981,1556,1600,"0.97","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1982,1412,1490,"0.95","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1983,1220,1290,"0.95","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1984,1232,1205,"1.02","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1985,1179,1165,"1.01","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1986,1136,1060,"1.07","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1987,1120,1060,"1.06","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1988,1099,1100,"1.00","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1989,807,1030,"0.78","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1990,732,1000,"0.73","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1991,639,641,"1.00","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1992,559,456,"1.23","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1993,431,400,"1.08","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1994,185,123,"1.50","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1995,118,60,"1.97","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1996,111,66,"1.69","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1997,105,134,"0.78","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1998,59,57,"1.03","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",1999,62,51,"1.22","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",2000,62,30,"2.06","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",2001,80,40,"1.99","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",2002,98,45,"2.17","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",2003,84,45,"1.87","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",2004,54,45,"1.20","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",2005,60,40,"1.50","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",2006,72,40,"1.79","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",2007,107,40,"2.68","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",2008,104,32,"3.25","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",2009,136,32,"4.26","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",2010,93,32,"2.91","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",2011,229,92,"2.49","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",2012,232,92,"2.52","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",2013,206,170,"1.21","benthic","Mike's data"
"West coast rock lobster South Africa Areas 5-6","South Africa","West coast rock lobster South Africa Areas 5-6__full",2014,206,153,"1.35","benthic","Mike's data"
"White hake Georges Bank / Gulf of Maine","US northeast","White hake Georges Bank / Gulf of Maine_USA-NMFS-5YZ_full",2010,2345,2697,"0.87","demersal","Mike's data"
"White hake Georges Bank / Gulf of Maine","US northeast","White hake Georges Bank / Gulf of Maine_USA-NMFS-5YZ_full",2011,3036,3138,"0.97","demersal","Mike's data"
"White hake Georges Bank / Gulf of Maine","US northeast","White hake Georges Bank / Gulf of Maine_USA-NMFS-5YZ_full",2012,2485,3465,"0.72","demersal","Mike's data"
"White hake Georges Bank / Gulf of Maine","US northeast","White hake Georges Bank / Gulf of Maine_USA-NMFS-5YZ_full",2013,2056,3974,"0.52","demersal","Mike's data"
"White hake Georges Bank / Gulf of Maine","US northeast","White hake Georges Bank / Gulf of Maine_USA-NMFS-5YZ_full",2014,2058,4417,"0.47","demersal","Mike's data"
